index,crop,month,year,price,category
0,"RICE, WELL-MILLED, 1 KG",Jan,2020,43.02,CEREALS
1,"RICE, WELL-MILLED, 1 KG",Feb,2020,42.86,CEREALS
2,"RICE, WELL-MILLED, 1 KG",Mar,2020,42.66,CEREALS
3,"RICE, WELL-MILLED, 1 KG",Apr,2020,43.61,CEREALS
4,"RICE, WELL-MILLED, 1 KG",May,2020,43.88,CEREALS
5,"RICE, WELL-MILLED, 1 KG",Jun,2020,44.09,CEREALS
6,"RICE, WELL-MILLED, 1 KG",Jul,2020,44.16,CEREALS
7,"RICE, WELL-MILLED, 1 KG",Aug,2020,44.05,CEREALS
8,"RICE, WELL-MILLED, 1 KG",Sep,2020,43.83,CEREALS
9,"RICE, WELL-MILLED, 1 KG",Oct,2020,43.46,CEREALS
10,"RICE, WELL-MILLED, 1 KG",Nov,2020,43.29,CEREALS
11,"RICE, WELL-MILLED, 1 KG",Dec,2020,43.27,CEREALS
12,"RICE, WELL-MILLED, 1 KG",Annual,2020,43.51,CEREALS
13,"RICE, WELL-MILLED, 1 KG",Jan,2021,42.84,CEREALS
14,"RICE, WELL-MILLED, 1 KG",Feb,2021,42.98,CEREALS
15,"RICE, WELL-MILLED, 1 KG",Mar,2021,43.07,CEREALS
16,"RICE, WELL-MILLED, 1 KG",Apr,2021,43.13,CEREALS
17,"RICE, WELL-MILLED, 1 KG",May,2021,43.18,CEREALS
18,"RICE, WELL-MILLED, 1 KG",Jun,2021,43.16,CEREALS
19,"RICE, WELL-MILLED, 1 KG",Jul,2021,43.27,CEREALS
20,"RICE, WELL-MILLED, 1 KG",Aug,2021,43.45,CEREALS
21,"RICE, WELL-MILLED, 1 KG",Sep,2021,43.37,CEREALS
22,"RICE, WELL-MILLED, 1 KG",Oct,2021,43.27,CEREALS
23,"RICE, WELL-MILLED, 1 KG",Nov,2021,43.25,CEREALS
24,"RICE, WELL-MILLED, 1 KG",Dec,2021,43.22,CEREALS
25,"RICE, WELL-MILLED, 1 KG",Annual,2021,43.18,CEREALS
26,"RICE, WELL-MILLED, 1 KG",Jan,2022,43.13,CEREALS
27,"RICE, WELL-MILLED, 1 KG",Feb,2022,43.17,CEREALS
28,"RICE, WELL-MILLED, 1 KG",Mar,2022,43.21,CEREALS
29,"RICE, WELL-MILLED, 1 KG",Apr,2022,43.31,CEREALS
30,"RICE, WELL-MILLED, 1 KG",May,2022,43.42,CEREALS
31,"RICE, WELL-MILLED, 1 KG",Jun,2022,43.62,CEREALS
32,"RICE, WELL-MILLED, 1 KG",Jul,2022,43.72,CEREALS
33,"RICE, WELL-MILLED, 1 KG",Aug,2022,43.88,CEREALS
34,"RICE, WELL-MILLED, 1 KG",Sep,2022,43.8,CEREALS
35,"RICE, WELL-MILLED, 1 KG",Oct,2022,43.82,CEREALS
36,"RICE, WELL-MILLED, 1 KG",Nov,2022,43.86,CEREALS
37,"RICE, WELL-MILLED, 1 KG",Dec,2022,43.98,CEREALS
38,"RICE, WELL-MILLED, 1 KG",Annual,2022,43.58,CEREALS
39,"RICE, WELL-MILLED, 1 KG",Jan,2023,43.92,CEREALS
40,"RICE, WELL-MILLED, 1 KG",Feb,2023,43.99,CEREALS
41,"RICE, WELL-MILLED, 1 KG",Mar,2023,44.23,CEREALS
42,"RICE, WELL-MILLED, 1 KG",Apr,2023,44.53,CEREALS
43,"RICE, WELL-MILLED, 1 KG",May,2023,44.78,CEREALS
44,"RICE, WELL-MILLED, 1 KG",Jun,2023,44.99,CEREALS
45,"RICE, WELL-MILLED, 1 KG",Jul,2023,45.32,CEREALS
46,"RICE, WELL-MILLED, 1 KG",Aug,2023,47.65,CEREALS
47,"RICE, WELL-MILLED, 1 KG",Sep,2023,52.69,CEREALS
48,"RICE, WELL-MILLED, 1 KG",Oct,2023,50.99,CEREALS
49,"RICE, WELL-MILLED, 1 KG",Nov,2023,51.99,CEREALS
50,"RICE, WELL-MILLED, 1 KG",Dec,2023,53.82,CEREALS
51,"RICE, WELL-MILLED, 1 KG",Annual,2023,47.41,CEREALS
52,"RICE, REGULAR-MILLED, 1 KG",Jan,2020,38.52,CEREALS
53,"RICE, REGULAR-MILLED, 1 KG",Feb,2020,38.24,CEREALS
54,"RICE, REGULAR-MILLED, 1 KG",Mar,2020,38.1,CEREALS
55,"RICE, REGULAR-MILLED, 1 KG",Apr,2020,39.14,CEREALS
56,"RICE, REGULAR-MILLED, 1 KG",May,2020,39.48,CEREALS
57,"RICE, REGULAR-MILLED, 1 KG",Jun,2020,39.72,CEREALS
58,"RICE, REGULAR-MILLED, 1 KG",Jul,2020,39.83,CEREALS
59,"RICE, REGULAR-MILLED, 1 KG",Aug,2020,39.7,CEREALS
60,"RICE, REGULAR-MILLED, 1 KG",Sep,2020,39.54,CEREALS
61,"RICE, REGULAR-MILLED, 1 KG",Oct,2020,39.01,CEREALS
62,"RICE, REGULAR-MILLED, 1 KG",Nov,2020,38.7,CEREALS
63,"RICE, REGULAR-MILLED, 1 KG",Dec,2020,38.64,CEREALS
64,"RICE, REGULAR-MILLED, 1 KG",Annual,2020,39.05,CEREALS
65,"RICE, REGULAR-MILLED, 1 KG",Jan,2021,38.26,CEREALS
66,"RICE, REGULAR-MILLED, 1 KG",Feb,2021,38.13,CEREALS
67,"RICE, REGULAR-MILLED, 1 KG",Mar,2021,38.1,CEREALS
68,"RICE, REGULAR-MILLED, 1 KG",Apr,2021,38.22,CEREALS
69,"RICE, REGULAR-MILLED, 1 KG",May,2021,38.38,CEREALS
70,"RICE, REGULAR-MILLED, 1 KG",Jun,2021,38.29,CEREALS
71,"RICE, REGULAR-MILLED, 1 KG",Jul,2021,38.41,CEREALS
72,"RICE, REGULAR-MILLED, 1 KG",Aug,2021,38.44,CEREALS
73,"RICE, REGULAR-MILLED, 1 KG",Sep,2021,38.45,CEREALS
74,"RICE, REGULAR-MILLED, 1 KG",Oct,2021,38.37,CEREALS
75,"RICE, REGULAR-MILLED, 1 KG",Nov,2021,38.18,CEREALS
76,"RICE, REGULAR-MILLED, 1 KG",Dec,2021,38.13,CEREALS
77,"RICE, REGULAR-MILLED, 1 KG",Annual,2021,38.28,CEREALS
78,"RICE, REGULAR-MILLED, 1 KG",Jan,2022,38.51,CEREALS
79,"RICE, REGULAR-MILLED, 1 KG",Feb,2022,38.69,CEREALS
80,"RICE, REGULAR-MILLED, 1 KG",Mar,2022,38.69,CEREALS
81,"RICE, REGULAR-MILLED, 1 KG",Apr,2022,38.85,CEREALS
82,"RICE, REGULAR-MILLED, 1 KG",May,2022,38.92,CEREALS
83,"RICE, REGULAR-MILLED, 1 KG",Jun,2022,39.12,CEREALS
84,"RICE, REGULAR-MILLED, 1 KG",Jul,2022,39.32,CEREALS
85,"RICE, REGULAR-MILLED, 1 KG",Aug,2022,39.51,CEREALS
86,"RICE, REGULAR-MILLED, 1 KG",Sep,2022,39.5,CEREALS
87,"RICE, REGULAR-MILLED, 1 KG",Oct,2022,39.44,CEREALS
88,"RICE, REGULAR-MILLED, 1 KG",Nov,2022,39.57,CEREALS
89,"RICE, REGULAR-MILLED, 1 KG",Dec,2022,39.63,CEREALS
90,"RICE, REGULAR-MILLED, 1 KG",Annual,2022,39.15,CEREALS
91,"RICE, REGULAR-MILLED, 1 KG",Jan,2023,39.59,CEREALS
92,"RICE, REGULAR-MILLED, 1 KG",Feb,2023,39.65,CEREALS
93,"RICE, REGULAR-MILLED, 1 KG",Mar,2023,39.9,CEREALS
94,"RICE, REGULAR-MILLED, 1 KG",Apr,2023,40.31,CEREALS
95,"RICE, REGULAR-MILLED, 1 KG",May,2023,40.62,CEREALS
96,"RICE, REGULAR-MILLED, 1 KG",Jun,2023,40.89,CEREALS
97,"RICE, REGULAR-MILLED, 1 KG",Jul,2023,41.23,CEREALS
98,"RICE, REGULAR-MILLED, 1 KG",Aug,2023,43.29,CEREALS
99,"RICE, REGULAR-MILLED, 1 KG",Sep,2023,47.54,CEREALS
100,"RICE, REGULAR-MILLED, 1 KG",Oct,2023,45.42,CEREALS
101,"RICE, REGULAR-MILLED, 1 KG",Nov,2023,46.73,CEREALS
102,"RICE, REGULAR-MILLED, 1 KG",Dec,2023,48.48,CEREALS
103,"RICE, REGULAR-MILLED, 1 KG",Annual,2023,42.8,CEREALS
104,"RICE, SPECIAL, 1 KG",Jan,2020,52.65,CEREALS
105,"RICE, SPECIAL, 1 KG",Feb,2020,52.42,CEREALS
106,"RICE, SPECIAL, 1 KG",Mar,2020,52.21,CEREALS
107,"RICE, SPECIAL, 1 KG",Apr,2020,52.85,CEREALS
108,"RICE, SPECIAL, 1 KG",May,2020,53.09,CEREALS
109,"RICE, SPECIAL, 1 KG",Jun,2020,53.36,CEREALS
110,"RICE, SPECIAL, 1 KG",Jul,2020,53.23,CEREALS
111,"RICE, SPECIAL, 1 KG",Aug,2020,53.13,CEREALS
112,"RICE, SPECIAL, 1 KG",Sep,2020,52.85,CEREALS
113,"RICE, SPECIAL, 1 KG",Oct,2020,52.53,CEREALS
114,"RICE, SPECIAL, 1 KG",Nov,2020,52.29,CEREALS
115,"RICE, SPECIAL, 1 KG",Dec,2020,52.46,CEREALS
116,"RICE, SPECIAL, 1 KG",Annual,2020,52.76,CEREALS
117,"RICE, SPECIAL, 1 KG",Jan,2021,52.38,CEREALS
118,"RICE, SPECIAL, 1 KG",Feb,2021,52.53,CEREALS
119,"RICE, SPECIAL, 1 KG",Mar,2021,52.68,CEREALS
120,"RICE, SPECIAL, 1 KG",Apr,2021,52.78,CEREALS
121,"RICE, SPECIAL, 1 KG",May,2021,52.75,CEREALS
122,"RICE, SPECIAL, 1 KG",Jun,2021,52.72,CEREALS
123,"RICE, SPECIAL, 1 KG",Jul,2021,52.77,CEREALS
124,"RICE, SPECIAL, 1 KG",Aug,2021,52.89,CEREALS
125,"RICE, SPECIAL, 1 KG",Sep,2021,52.58,CEREALS
126,"RICE, SPECIAL, 1 KG",Oct,2021,52.63,CEREALS
127,"RICE, SPECIAL, 1 KG",Nov,2021,52.64,CEREALS
128,"RICE, SPECIAL, 1 KG",Dec,2021,52.61,CEREALS
129,"RICE, SPECIAL, 1 KG",Annual,2021,52.66,CEREALS
130,"RICE, SPECIAL, 1 KG",Jan,2022,52.63,CEREALS
131,"RICE, SPECIAL, 1 KG",Feb,2022,52.71,CEREALS
132,"RICE, SPECIAL, 1 KG",Mar,2022,52.7,CEREALS
133,"RICE, SPECIAL, 1 KG",Apr,2022,52.81,CEREALS
134,"RICE, SPECIAL, 1 KG",May,2022,52.77,CEREALS
135,"RICE, SPECIAL, 1 KG",Jun,2022,53.05,CEREALS
136,"RICE, SPECIAL, 1 KG",Jul,2022,53.15,CEREALS
137,"RICE, SPECIAL, 1 KG",Aug,2022,53.34,CEREALS
138,"RICE, SPECIAL, 1 KG",Sep,2022,53.21,CEREALS
139,"RICE, SPECIAL, 1 KG",Oct,2022,53.36,CEREALS
140,"RICE, SPECIAL, 1 KG",Nov,2022,53.53,CEREALS
141,"RICE, SPECIAL, 1 KG",Dec,2022,53.83,CEREALS
142,"RICE, SPECIAL, 1 KG",Annual,2022,53.09,CEREALS
143,"RICE, SPECIAL, 1 KG",Jan,2023,53.76,CEREALS
144,"RICE, SPECIAL, 1 KG",Feb,2023,53.89,CEREALS
145,"RICE, SPECIAL, 1 KG",Mar,2023,54,CEREALS
146,"RICE, SPECIAL, 1 KG",Apr,2023,54.22,CEREALS
147,"RICE, SPECIAL, 1 KG",May,2023,54.38,CEREALS
148,"RICE, SPECIAL, 1 KG",Jun,2023,54.46,CEREALS
149,"RICE, SPECIAL, 1 KG",Jul,2023,54.7,CEREALS
150,"RICE, SPECIAL, 1 KG",Aug,2023,56.24,CEREALS
151,"RICE, SPECIAL, 1 KG",Sep,2023,61.04,CEREALS
152,"RICE, SPECIAL, 1 KG",Oct,2023,60.89,CEREALS
153,"RICE, SPECIAL, 1 KG",Nov,2023,61.47,CEREALS
154,"RICE, SPECIAL, 1 KG",Dec,2023,63.08,CEREALS
155,"RICE, SPECIAL, 1 KG",Annual,2023,56.84,CEREALS
156,"CORN GRITS, CORN NATIVE, 1 KG",Jan,2020,33.15,CEREALS
157,"CORN GRITS, CORN NATIVE, 1 KG",Feb,2020,33.04,CEREALS
158,"CORN GRITS, CORN NATIVE, 1 KG",Mar,2020,32.67,CEREALS
159,"CORN GRITS, CORN NATIVE, 1 KG",Apr,2020,35.19,CEREALS
160,"CORN GRITS, CORN NATIVE, 1 KG",May,2020,36.24,CEREALS
161,"CORN GRITS, CORN NATIVE, 1 KG",Jun,2020,36.37,CEREALS
162,"CORN GRITS, CORN NATIVE, 1 KG",Jul,2020,36.65,CEREALS
163,"CORN GRITS, CORN NATIVE, 1 KG",Aug,2020,35.67,CEREALS
164,"CORN GRITS, CORN NATIVE, 1 KG",Sep,2020,35.49,CEREALS
165,"CORN GRITS, CORN NATIVE, 1 KG",Oct,2020,35.5,CEREALS
166,"CORN GRITS, CORN NATIVE, 1 KG",Nov,2020,35.24,CEREALS
167,"CORN GRITS, CORN NATIVE, 1 KG",Dec,2020,35.29,CEREALS
168,"CORN GRITS, CORN NATIVE, 1 KG",Annual,2020,35.04,CEREALS
169,"CORN GRITS, CORN NATIVE, 1 KG",Jan,2021,34.93,CEREALS
170,"CORN GRITS, CORN NATIVE, 1 KG",Feb,2021,35.35,CEREALS
171,"CORN GRITS, CORN NATIVE, 1 KG",Mar,2021,36.1,CEREALS
172,"CORN GRITS, CORN NATIVE, 1 KG",Apr,2021,37.31,CEREALS
173,"CORN GRITS, CORN NATIVE, 1 KG",May,2021,39.54,CEREALS
174,"CORN GRITS, CORN NATIVE, 1 KG",Jun,2021,40.51,CEREALS
175,"CORN GRITS, CORN NATIVE, 1 KG",Jul,2021,42.63,CEREALS
176,"CORN GRITS, CORN NATIVE, 1 KG",Aug,2021,42.88,CEREALS
177,"CORN GRITS, CORN NATIVE, 1 KG",Sep,2021,42.5,CEREALS
178,"CORN GRITS, CORN NATIVE, 1 KG",Oct,2021,42.5,CEREALS
179,"CORN GRITS, CORN NATIVE, 1 KG",Nov,2021,41.57,CEREALS
180,"CORN GRITS, CORN NATIVE, 1 KG",Dec,2021,41.38,CEREALS
181,"CORN GRITS, CORN NATIVE, 1 KG",Annual,2021,39.77,CEREALS
182,"CORN GRITS, CORN NATIVE, 1 KG",Jan,2022,40.73,CEREALS
183,"CORN GRITS, CORN NATIVE, 1 KG",Feb,2022,41.63,CEREALS
184,"CORN GRITS, CORN NATIVE, 1 KG",Mar,2022,41.13,CEREALS
185,"CORN GRITS, CORN NATIVE, 1 KG",Apr,2022,41,CEREALS
186,"CORN GRITS, CORN NATIVE, 1 KG",May,2022,41.63,CEREALS
187,"CORN GRITS, CORN NATIVE, 1 KG",Jun,2022,41.63,CEREALS
188,"CORN GRITS, CORN NATIVE, 1 KG",Jul,2022,43.13,CEREALS
189,"CORN GRITS, CORN NATIVE, 1 KG",Aug,2022,43.38,CEREALS
190,"CORN GRITS, CORN NATIVE, 1 KG",Sep,2022,45.71,CEREALS
191,"CORN GRITS, CORN NATIVE, 1 KG",Oct,2022,45.01,CEREALS
192,"CORN GRITS, CORN NATIVE, 1 KG",Nov,2022,45.07,CEREALS
193,"CORN GRITS, CORN NATIVE, 1 KG",Dec,2022,45.22,CEREALS
194,"CORN GRITS, CORN NATIVE, 1 KG",Annual,2022,42.94,CEREALS
195,"CORN GRITS, CORN NATIVE, 1 KG",Jan,2023,45.04,CEREALS
196,"CORN GRITS, CORN NATIVE, 1 KG",Feb,2023,45.98,CEREALS
197,"CORN GRITS, CORN NATIVE, 1 KG",Mar,2023,44.57,CEREALS
198,"CORN GRITS, CORN NATIVE, 1 KG",Apr,2023,44.1,CEREALS
199,"CORN GRITS, CORN NATIVE, 1 KG",May,2023,44.16,CEREALS
200,"CORN GRITS, CORN NATIVE, 1 KG",Jun,2023,44.35,CEREALS
201,"CORN GRITS, CORN NATIVE, 1 KG",Jul,2023,43.79,CEREALS
202,"CORN GRITS, CORN NATIVE, 1 KG",Aug,2023,43.75,CEREALS
203,"CORN GRITS, CORN NATIVE, 1 KG",Sep,2023,44.55,CEREALS
204,"CORN GRITS, CORN NATIVE, 1 KG",Oct,2023,44.31,CEREALS
205,"CORN GRITS, CORN NATIVE, 1 KG",Nov,2023,44.82,CEREALS
206,"CORN GRITS, CORN NATIVE, 1 KG",Dec,2023,45.73,CEREALS
207,"CORN GRITS, CORN NATIVE, 1 KG",Annual,2023,44.6,CEREALS
208,"CORN GRITS, LOOSE, 1 KG",Jan,2020,28.11,CEREALS
209,"CORN GRITS, LOOSE, 1 KG",Feb,2020,27.13,CEREALS
210,"CORN GRITS, LOOSE, 1 KG",Mar,2020,27.13,CEREALS
211,"CORN GRITS, LOOSE, 1 KG",Apr,2020,27.13,CEREALS
212,"CORN GRITS, LOOSE, 1 KG",May,2020,27.48,CEREALS
213,"CORN GRITS, LOOSE, 1 KG",Jun,2020,28.66,CEREALS
214,"CORN GRITS, LOOSE, 1 KG",Jul,2020,28.45,CEREALS
215,"CORN GRITS, LOOSE, 1 KG",Aug,2020,28.58,CEREALS
216,"CORN GRITS, LOOSE, 1 KG",Sep,2020,28.17,CEREALS
217,"CORN GRITS, LOOSE, 1 KG",Oct,2020,28.03,CEREALS
218,"CORN GRITS, LOOSE, 1 KG",Nov,2020,27.68,CEREALS
219,"CORN GRITS, LOOSE, 1 KG",Dec,2020,27.47,CEREALS
220,"CORN GRITS, LOOSE, 1 KG",Annual,2020,27.84,CEREALS
221,"CORN GRITS, LOOSE, 1 KG",Jan,2021,27.73,CEREALS
222,"CORN GRITS, LOOSE, 1 KG",Feb,2021,27.87,CEREALS
223,"CORN GRITS, LOOSE, 1 KG",Mar,2021,27.52,CEREALS
224,"CORN GRITS, LOOSE, 1 KG",Apr,2021,27.8,CEREALS
225,"CORN GRITS, LOOSE, 1 KG",May,2021,29.68,CEREALS
226,"CORN GRITS, LOOSE, 1 KG",Jun,2021,29.89,CEREALS
227,"CORN GRITS, LOOSE, 1 KG",Jul,2021,30.1,CEREALS
228,"CORN GRITS, LOOSE, 1 KG",Aug,2021,30.3,CEREALS
229,"CORN GRITS, LOOSE, 1 KG",Sep,2021,30.3,CEREALS
230,"CORN GRITS, LOOSE, 1 KG",Oct,2021,30.3,CEREALS
231,"CORN GRITS, LOOSE, 1 KG",Nov,2021,30.53,CEREALS
232,"CORN GRITS, LOOSE, 1 KG",Dec,2021,30.53,CEREALS
233,"CORN GRITS, LOOSE, 1 KG",Annual,2021,29.38,CEREALS
234,"CORN GRITS, LOOSE, 1 KG",Jan,2022,30.89,CEREALS
235,"CORN GRITS, LOOSE, 1 KG",Feb,2022,31.22,CEREALS
236,"CORN GRITS, LOOSE, 1 KG",Mar,2022,31.02,CEREALS
237,"CORN GRITS, LOOSE, 1 KG",Apr,2022,31.4,CEREALS
238,"CORN GRITS, LOOSE, 1 KG",May,2022,32,CEREALS
239,"CORN GRITS, LOOSE, 1 KG",Jun,2022,32.1,CEREALS
240,"CORN GRITS, LOOSE, 1 KG",Jul,2022,32.53,CEREALS
241,"CORN GRITS, LOOSE, 1 KG",Aug,2022,31.83,CEREALS
242,"CORN GRITS, LOOSE, 1 KG",Sep,2022,33.24,CEREALS
243,"CORN GRITS, LOOSE, 1 KG",Oct,2022,33.54,CEREALS
244,"CORN GRITS, LOOSE, 1 KG",Nov,2022,33.54,CEREALS
245,"CORN GRITS, LOOSE, 1 KG",Dec,2022,33.84,CEREALS
246,"CORN GRITS, LOOSE, 1 KG",Annual,2022,32.26,CEREALS
247,"CORN GRITS, LOOSE, 1 KG",Jan,2023,33.67,CEREALS
248,"CORN GRITS, LOOSE, 1 KG",Feb,2023,33.79,CEREALS
249,"CORN GRITS, LOOSE, 1 KG",Mar,2023,34.3,CEREALS
250,"CORN GRITS, LOOSE, 1 KG",Apr,2023,35.1,CEREALS
251,"CORN GRITS, LOOSE, 1 KG",May,2023,36.54,CEREALS
252,"CORN GRITS, LOOSE, 1 KG",Jun,2023,36.48,CEREALS
253,"CORN GRITS, LOOSE, 1 KG",Jul,2023,36.42,CEREALS
254,"CORN GRITS, LOOSE, 1 KG",Aug,2023,36.48,CEREALS
255,"CORN GRITS, LOOSE, 1 KG",Sep,2023,36.92,CEREALS
256,"CORN GRITS, LOOSE, 1 KG",Oct,2023,36.92,CEREALS
257,"CORN GRITS, LOOSE, 1 KG",Nov,2023,36.92,CEREALS
258,"CORN GRITS, LOOSE, 1 KG",Dec,2023,36.62,CEREALS
259,"CORN GRITS, LOOSE, 1 KG",Annual,2023,35.84,CEREALS
260,"CORN GRITS, WHITE, #10, 1 KG",Jan,2020,24.38,CEREALS
261,"CORN GRITS, WHITE, #10, 1 KG",Feb,2020,24.33,CEREALS
262,"CORN GRITS, WHITE, #10, 1 KG",Mar,2020,24.18,CEREALS
263,"CORN GRITS, WHITE, #10, 1 KG",Apr,2020,26.23,CEREALS
264,"CORN GRITS, WHITE, #10, 1 KG",May,2020,26.86,CEREALS
265,"CORN GRITS, WHITE, #10, 1 KG",Jun,2020,27.67,CEREALS
266,"CORN GRITS, WHITE, #10, 1 KG",Jul,2020,27.12,CEREALS
267,"CORN GRITS, WHITE, #10, 1 KG",Aug,2020,26.74,CEREALS
268,"CORN GRITS, WHITE, #10, 1 KG",Sep,2020,26.46,CEREALS
269,"CORN GRITS, WHITE, #10, 1 KG",Oct,2020,26.01,CEREALS
270,"CORN GRITS, WHITE, #10, 1 KG",Nov,2020,26.01,CEREALS
271,"CORN GRITS, WHITE, #10, 1 KG",Dec,2020,25.92,CEREALS
272,"CORN GRITS, WHITE, #10, 1 KG",Annual,2020,26,CEREALS
273,"CORN GRITS, WHITE, #10, 1 KG",Jan,2021,26.06,CEREALS
274,"CORN GRITS, WHITE, #10, 1 KG",Feb,2021,25.04,CEREALS
275,"CORN GRITS, WHITE, #10, 1 KG",Mar,2021,25.91,CEREALS
276,"CORN GRITS, WHITE, #10, 1 KG",Apr,2021,27.94,CEREALS
277,"CORN GRITS, WHITE, #10, 1 KG",May,2021,31.39,CEREALS
278,"CORN GRITS, WHITE, #10, 1 KG",Jun,2021,33.65,CEREALS
279,"CORN GRITS, WHITE, #10, 1 KG",Jul,2021,34.13,CEREALS
280,"CORN GRITS, WHITE, #10, 1 KG",Aug,2021,33.43,CEREALS
281,"CORN GRITS, WHITE, #10, 1 KG",Sep,2021,32.33,CEREALS
282,"CORN GRITS, WHITE, #10, 1 KG",Oct,2021,33.01,CEREALS
283,"CORN GRITS, WHITE, #10, 1 KG",Nov,2021,32.18,CEREALS
284,"CORN GRITS, WHITE, #10, 1 KG",Dec,2021,31.52,CEREALS
285,"CORN GRITS, WHITE, #10, 1 KG",Annual,2021,30.55,CEREALS
286,"CORN GRITS, WHITE, #10, 1 KG",Jan,2022,31.67,CEREALS
287,"CORN GRITS, WHITE, #10, 1 KG",Feb,2022,31.66,CEREALS
288,"CORN GRITS, WHITE, #10, 1 KG",Mar,2022,31.85,CEREALS
289,"CORN GRITS, WHITE, #10, 1 KG",Apr,2022,32.41,CEREALS
290,"CORN GRITS, WHITE, #10, 1 KG",May,2022,33.11,CEREALS
291,"CORN GRITS, WHITE, #10, 1 KG",Jun,2022,33.72,CEREALS
292,"CORN GRITS, WHITE, #10, 1 KG",Jul,2022,34.95,CEREALS
293,"CORN GRITS, WHITE, #10, 1 KG",Aug,2022,35.62,CEREALS
294,"CORN GRITS, WHITE, #10, 1 KG",Sep,2022,35.64,CEREALS
295,"CORN GRITS, WHITE, #10, 1 KG",Oct,2022,35.33,CEREALS
296,"CORN GRITS, WHITE, #10, 1 KG",Nov,2022,35.52,CEREALS
297,"CORN GRITS, WHITE, #10, 1 KG",Dec,2022,35.73,CEREALS
298,"CORN GRITS, WHITE, #10, 1 KG",Annual,2022,33.93,CEREALS
299,"CORN GRITS, WHITE, #10, 1 KG",Jan,2023,36.35,CEREALS
300,"CORN GRITS, WHITE, #10, 1 KG",Feb,2023,35.69,CEREALS
301,"CORN GRITS, WHITE, #10, 1 KG",Mar,2023,35.47,CEREALS
302,"CORN GRITS, WHITE, #10, 1 KG",Apr,2023,34.95,CEREALS
303,"CORN GRITS, WHITE, #10, 1 KG",May,2023,35.35,CEREALS
304,"CORN GRITS, WHITE, #10, 1 KG",Jun,2023,35.88,CEREALS
305,"CORN GRITS, WHITE, #10, 1 KG",Jul,2023,36.02,CEREALS
306,"CORN GRITS, WHITE, #10, 1 KG",Aug,2023,36.66,CEREALS
307,"CORN GRITS, WHITE, #10, 1 KG",Sep,2023,38.81,CEREALS
308,"CORN GRITS, WHITE, #10, 1 KG",Oct,2023,39.57,CEREALS
309,"CORN GRITS, WHITE, #10, 1 KG",Nov,2023,39.16,CEREALS
310,"CORN GRITS, WHITE, #10, 1 KG",Dec,2023,39.29,CEREALS
311,"CORN GRITS, WHITE, #10, 1 KG",Annual,2023,36.93,CEREALS
312,"CORN GRITS, WHITE, #12, 1 KG",Jan,2020,27.17,CEREALS
313,"CORN GRITS, WHITE, #12, 1 KG",Feb,2020,26.14,CEREALS
314,"CORN GRITS, WHITE, #12, 1 KG",Mar,2020,25.42,CEREALS
315,"CORN GRITS, WHITE, #12, 1 KG",Apr,2020,31.19,CEREALS
316,"CORN GRITS, WHITE, #12, 1 KG",May,2020,32.89,CEREALS
317,"CORN GRITS, WHITE, #12, 1 KG",Jun,2020,31.16,CEREALS
318,"CORN GRITS, WHITE, #12, 1 KG",Jul,2020,29.61,CEREALS
319,"CORN GRITS, WHITE, #12, 1 KG",Aug,2020,29.42,CEREALS
320,"CORN GRITS, WHITE, #12, 1 KG",Sep,2020,29.52,CEREALS
321,"CORN GRITS, WHITE, #12, 1 KG",Oct,2020,28.85,CEREALS
322,"CORN GRITS, WHITE, #12, 1 KG",Nov,2020,27.91,CEREALS
323,"CORN GRITS, WHITE, #12, 1 KG",Dec,2020,27.39,CEREALS
324,"CORN GRITS, WHITE, #12, 1 KG",Annual,2020,28.89,CEREALS
325,"CORN GRITS, WHITE, #12, 1 KG",Jan,2021,27.73,CEREALS
326,"CORN GRITS, WHITE, #12, 1 KG",Feb,2021,28.01,CEREALS
327,"CORN GRITS, WHITE, #12, 1 KG",Mar,2021,28.38,CEREALS
328,"CORN GRITS, WHITE, #12, 1 KG",Apr,2021,31.37,CEREALS
329,"CORN GRITS, WHITE, #12, 1 KG",May,2021,32.35,CEREALS
330,"CORN GRITS, WHITE, #12, 1 KG",Jun,2021,32.86,CEREALS
331,"CORN GRITS, WHITE, #12, 1 KG",Jul,2021,33.75,CEREALS
332,"CORN GRITS, WHITE, #12, 1 KG",Aug,2021,34.82,CEREALS
333,"CORN GRITS, WHITE, #12, 1 KG",Sep,2021,34.32,CEREALS
334,"CORN GRITS, WHITE, #12, 1 KG",Oct,2021,34.27,CEREALS
335,"CORN GRITS, WHITE, #12, 1 KG",Nov,2021,34.07,CEREALS
336,"CORN GRITS, WHITE, #12, 1 KG",Dec,2021,34.19,CEREALS
337,"CORN GRITS, WHITE, #12, 1 KG",Annual,2021,32.18,CEREALS
338,"CORN GRITS, WHITE, #12, 1 KG",Jan,2022,33.76,CEREALS
339,"CORN GRITS, WHITE, #12, 1 KG",Feb,2022,33.32,CEREALS
340,"CORN GRITS, WHITE, #12, 1 KG",Mar,2022,32.99,CEREALS
341,"CORN GRITS, WHITE, #12, 1 KG",Apr,2022,34.1,CEREALS
342,"CORN GRITS, WHITE, #12, 1 KG",May,2022,34.8,CEREALS
343,"CORN GRITS, WHITE, #12, 1 KG",Jun,2022,35.43,CEREALS
344,"CORN GRITS, WHITE, #12, 1 KG",Jul,2022,36.92,CEREALS
345,"CORN GRITS, WHITE, #12, 1 KG",Aug,2022,36.81,CEREALS
