index,crop,month,year,price,category
4601,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Annual,2021,41.78,FRUITS
4602,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Jan,2022,40.44,FRUITS
4603,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Feb,2022,39.7,FRUITS
4604,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Mar,2022,40.3,FRUITS
4605,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Apr,2022,40.78,FRUITS
4606,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",May,2022,40.21,FRUITS
4607,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Jun,2022,40.26,FRUITS
4608,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Jul,2022,40.95,FRUITS
4609,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Aug,2022,40.2,FRUITS
4610,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Sep,2022,41.6,FRUITS
4611,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Oct,2022,41.81,FRUITS
4612,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Nov,2022,41.34,FRUITS
4613,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Dec,2022,41.46,FRUITS
4614,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Annual,2022,40.75,FRUITS
4615,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Jan,2023,41.69,FRUITS
4616,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Feb,2023,42.61,FRUITS
4617,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Mar,2023,43.21,FRUITS
4618,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Apr,2023,43.2,FRUITS
4619,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",May,2023,43.39,FRUITS
4620,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Jun,2023,42.74,FRUITS
4621,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Jul,2023,40.93,FRUITS
4622,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Aug,2023,42.47,FRUITS
4623,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Sep,2023,42.48,FRUITS
4624,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Oct,2023,42.17,FRUITS
4625,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Nov,2023,43.62,FRUITS
4626,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Dec,2023,44.31,FRUITS
4627,"FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",Annual,2023,42.74,FRUITS
4628,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Jan,2020,39.39,FRUITS
4629,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Feb,2020,39.19,FRUITS
4630,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Mar,2020,40.11,FRUITS
4631,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Apr,2020,41.91,FRUITS
4632,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",May,2020,42.14,FRUITS
4633,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Jun,2020,41.25,FRUITS
4634,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Jul,2020,41.39,FRUITS
4635,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Aug,2020,42.07,FRUITS
4636,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Sep,2020,42.5,FRUITS
4637,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Oct,2020,41.84,FRUITS
4638,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Nov,2020,41.67,FRUITS
4639,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Dec,2020,41.95,FRUITS
4640,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Annual,2020,41.29,FRUITS
4641,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Jan,2021,42.4,FRUITS
4642,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Feb,2021,42.49,FRUITS
4643,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Mar,2021,42.37,FRUITS
4644,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Apr,2021,42.31,FRUITS
4645,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",May,2021,41.83,FRUITS
4646,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Jun,2021,40.91,FRUITS
4647,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Jul,2021,40.93,FRUITS
4648,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Aug,2021,41.87,FRUITS
4649,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Sep,2021,42.04,FRUITS
4650,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Oct,2021,42.66,FRUITS
4651,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Nov,2021,42.01,FRUITS
4652,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Dec,2021,42.02,FRUITS
4653,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Annual,2021,41.99,FRUITS
4654,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Jan,2022,42.61,FRUITS
4655,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Feb,2022,42.16,FRUITS
4656,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Mar,2022,42.58,FRUITS
4657,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Apr,2022,42.39,FRUITS
4658,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",May,2022,43.1,FRUITS
4659,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Jun,2022,43.19,FRUITS
4660,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Jul,2022,43.03,FRUITS
4661,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Aug,2022,42.85,FRUITS
4662,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Sep,2022,43.06,FRUITS
4663,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Oct,2022,43.47,FRUITS
4664,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Nov,2022,44.43,FRUITS
4665,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Dec,2022,43.93,FRUITS
4666,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Annual,2022,43.07,FRUITS
4667,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Jan,2023,44.1,FRUITS
4668,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Feb,2023,44.27,FRUITS
4669,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Mar,2023,44.42,FRUITS
4670,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Apr,2023,44.54,FRUITS
4671,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",May,2023,45.53,FRUITS
4672,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Jun,2023,44.63,FRUITS
4673,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Jul,2023,44.72,FRUITS
4674,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Aug,2023,46.13,FRUITS
4675,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Sep,2023,46.5,FRUITS
4676,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Oct,2023,47.4,FRUITS
4677,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Nov,2023,47.61,FRUITS
4678,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Dec,2023,47.14,FRUITS
4679,"FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",Annual,2023,45.58,FRUITS
4680,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Jan,2020,44.04,FRUITS
4681,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Feb,2020,45.01,FRUITS
4682,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Mar,2020,43.59,FRUITS
4683,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Apr,2020,44.42,FRUITS
4684,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",May,2020,44.4,FRUITS
4685,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Jun,2020,44.53,FRUITS
4686,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Jul,2020,45.33,FRUITS
4687,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Aug,2020,46.32,FRUITS
4688,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Sep,2020,44.44,FRUITS
4689,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Oct,2020,44.5,FRUITS
4690,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Nov,2020,43.43,FRUITS
4691,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Dec,2020,45.01,FRUITS
4692,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Annual,2020,44.59,FRUITS
4693,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Jan,2021,46.47,FRUITS
4694,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Feb,2021,47.61,FRUITS
4695,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Mar,2021,48.07,FRUITS
4696,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Apr,2021,46.93,FRUITS
4697,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",May,2021,46.02,FRUITS
4698,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Jun,2021,44.81,FRUITS
4699,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Jul,2021,42.52,FRUITS
4700,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Aug,2021,45.31,FRUITS
4701,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Sep,2021,45.27,FRUITS
4702,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Oct,2021,44.83,FRUITS
4703,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Nov,2021,45.73,FRUITS
4704,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Dec,2021,45.76,FRUITS
4705,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Annual,2021,45.78,FRUITS
4706,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Jan,2022,47.56,FRUITS
4707,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Feb,2022,46.6,FRUITS
4708,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Mar,2022,45.18,FRUITS
4709,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Apr,2022,45.53,FRUITS
4710,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",May,2022,45.24,FRUITS
4711,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Jun,2022,44.29,FRUITS
4712,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Jul,2022,44.19,FRUITS
4713,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Aug,2022,46.1,FRUITS
4714,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Sep,2022,46.02,FRUITS
4715,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Oct,2022,45.61,FRUITS
4716,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Nov,2022,45.15,FRUITS
4717,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Dec,2022,45.95,FRUITS
4718,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Annual,2022,45.62,FRUITS
4719,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Jan,2023,47.32,FRUITS
4720,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Feb,2023,48.51,FRUITS
4721,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Mar,2023,50.28,FRUITS
4722,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Apr,2023,51.39,FRUITS
4723,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",May,2023,51.53,FRUITS
4724,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Jun,2023,52.3,FRUITS
4725,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Jul,2023,52.3,FRUITS
4726,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Aug,2023,53.78,FRUITS
4727,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Sep,2023,53.77,FRUITS
4728,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Oct,2023,53.51,FRUITS
4729,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Nov,2023,54.13,FRUITS
4730,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Dec,2023,53.56,FRUITS
4731,"FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",Annual,2023,51.87,FRUITS
4732,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Jan,2020,27.61,FRUITS
4733,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Feb,2020,27.59,FRUITS
4734,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Mar,2020,26.75,FRUITS
4735,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Apr,2020,27.29,FRUITS
4736,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",May,2020,27.22,FRUITS
4737,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Jun,2020,27.33,FRUITS
4738,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Jul,2020,28.76,FRUITS
4739,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Aug,2020,29.29,FRUITS
4740,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Sep,2020,29.63,FRUITS
4741,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Oct,2020,30.8,FRUITS
4742,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Nov,2020,30.2,FRUITS
4743,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Dec,2020,28.58,FRUITS
4744,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Annual,2020,28.42,FRUITS
4745,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Jan,2021,28.67,FRUITS
4746,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Feb,2021,28.73,FRUITS
4747,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Mar,2021,28.73,FRUITS
4748,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Apr,2021,28.25,FRUITS
4749,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",May,2021,29.04,FRUITS
4750,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Jun,2021,28.48,FRUITS
4751,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Jul,2021,28.41,FRUITS
4752,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Aug,2021,28.3,FRUITS
4753,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Sep,2021,28.51,FRUITS
4754,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Oct,2021,28.16,FRUITS
4755,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Nov,2021,27.96,FRUITS
4756,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Dec,2021,28.45,FRUITS
4757,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Annual,2021,28.48,FRUITS
4758,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Jan,2022,28.82,FRUITS
4759,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Feb,2022,29.05,FRUITS
4760,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Mar,2022,29.15,FRUITS
4761,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Apr,2022,29.82,FRUITS
4762,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",May,2022,29.74,FRUITS
4763,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Jun,2022,30.35,FRUITS
4764,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Jul,2022,30.41,FRUITS
4765,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Aug,2022,30.49,FRUITS
4766,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Sep,2022,30.33,FRUITS
4767,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Oct,2022,29.67,FRUITS
4768,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Nov,2022,30.38,FRUITS
4769,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Dec,2022,30.88,FRUITS
4770,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Annual,2022,29.93,FRUITS
4771,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Jan,2023,32.61,FRUITS
4772,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Feb,2023,32.49,FRUITS
4773,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Mar,2023,32.6,FRUITS
4774,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Apr,2023,32.64,FRUITS
4775,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",May,2023,31.91,FRUITS
4776,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Jun,2023,32.31,FRUITS
4777,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Jul,2023,32.08,FRUITS
4778,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Aug,2023,33.61,FRUITS
4779,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Sep,2023,33.58,FRUITS
4780,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Oct,2023,33.89,FRUITS
4781,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Nov,2023,34.04,FRUITS
4782,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Dec,2023,36.12,FRUITS
4783,"FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",Annual,2023,33.16,FRUITS
4784,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Jan,2020,49.42,FRUITS
4785,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Feb,2020,49.02,FRUITS
4786,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Mar,2020,49.52,FRUITS
4787,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Apr,2020,46.52,FRUITS
4788,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",May,2020,47.1,FRUITS
4789,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Jun,2020,48.17,FRUITS
4790,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Jul,2020,48.02,FRUITS
4791,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Aug,2020,47.59,FRUITS
4792,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Sep,2020,48.39,FRUITS
4793,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Oct,2020,46.93,FRUITS
4794,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Nov,2020,48.09,FRUITS
4795,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Dec,2020,49.86,FRUITS
4796,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Annual,2020,48.22,FRUITS
4797,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Jan,2021,52.61,FRUITS
4798,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Feb,2021,53.19,FRUITS
4799,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Mar,2021,53.82,FRUITS
4800,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Apr,2021,52.3,FRUITS
4801,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",May,2021,55.3,FRUITS
4802,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Jun,2021,54.2,FRUITS
4803,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Jul,2021,54.66,FRUITS
4804,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Aug,2021,56.83,FRUITS
4805,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Sep,2021,54.27,FRUITS
4806,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Oct,2021,53.49,FRUITS
4807,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Nov,2021,53.49,FRUITS
4808,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Dec,2021,53.85,FRUITS
4809,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Annual,2021,54,FRUITS
4810,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Jan,2022,53.53,FRUITS
4811,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Feb,2022,53.28,FRUITS
4812,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Mar,2022,52.41,FRUITS
4813,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Apr,2022,53.16,FRUITS
4814,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",May,2022,56.85,FRUITS
4815,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Jun,2022,55.66,FRUITS
4816,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Jul,2022,56.6,FRUITS
4817,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Aug,2022,56.57,FRUITS
4818,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Sep,2022,54.66,FRUITS
4819,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Oct,2022,57.75,FRUITS
4820,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Nov,2022,60,FRUITS
4821,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Dec,2022,62.44,FRUITS
4822,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Annual,2022,56.08,FRUITS
4823,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Jan,2023,64.13,FRUITS
4824,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Feb,2023,62.35,FRUITS
4825,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Mar,2023,58,FRUITS
4826,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Apr,2023,58.69,FRUITS
4827,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",May,2023,62.31,FRUITS
4828,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Jun,2023,60.91,FRUITS
4829,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Jul,2023,61.72,FRUITS
4830,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Aug,2023,62.19,FRUITS
4831,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Sep,2023,63.07,FRUITS
4832,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Oct,2023,63.85,FRUITS
4833,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Nov,2023,62.5,FRUITS
4834,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Dec,2023,61.82,FRUITS
4835,"FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",Annual,2023,61.79,FRUITS
4836,"FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",Jan,2020,48.36,FRUITS
4837,"FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",Feb,2020,49.16,FRUITS
4838,"FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",Mar,2020,49.28,FRUITS
4839,"FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",Apr,2020,45.49,FRUITS
4840,"FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",May,2020,46.16,FRUITS
4841,"FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",Jun,2020,41.01,FRUITS
4842,"FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",Jul,2020,37.69,FRUITS
4843,"FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",Aug,2020,38.19,FRUITS
